Time,Pseudoproxy
15,0.6755199999999999
45,0.6755345454545454
75,0.6755836363636364
105,0.675290909090909
135,0.6714981818181819
165,0.6693981818181819
195,0.6630036363636362
225,0.663529090909091
255,0.6740272727272727
285,0.6884727272727272
315,0.7024436363636364
345,0.6910454545454545
375,0.6784018181818182
405,0.6772018181818181
435,0.6772018181818181
465,0.6772018181818181
495,0.6772018181818181
525,0.6762527272727272
555,0.6688745454545455
585,0.6684218181818181
615,0.675150909090909
645,0.6940709090909092
675,0.7028727272727273
705,0.69006
735,0.6783036363636363
765,0.6772018181818181
795,0.6772036363636363
825,0.6772036363636363
855,0.677189090909091
885,0.6726072727272727
915,0.6647581818181818
945,0.6648163636363636
975,0.6750145454545454
1005,0.6905472727272727
1035,0.7050854545454545
1065,0.6929872727272727
1095,0.6795199999999999
1125,0.6781909090909091
1155,0.6782327272727273
1185,0.6782
1215,0.6781636363636363
1245,0.6780927272727274
1275,0.6766636363636362
1305,0.6766254545454545
1335,0.6805399999999999
1365,0.6939636363636363
1395,0.703390909090909
1425,0.6908072727272727
1455,0.6842690909090908
1485,0.6842890909090908
1515,0.6852672727272727
1545,0.6852581818181818
1575,0.6851636363636363
1605,0.6851563636363636
1635,0.6851563636363636
1665,0.6853636363636364
1695,0.6902290909090908
1725,0.6964054545454545
1755,0.7074127272727272
1785,0.6966472727272728
1815,0.6826327272727272
1845,0.6813236363636364
1875,0.6813254545454545
1905,0.6813236363636364
1935,0.6808909090909091
1965,0.67282
1995,0.6672254545454546
2025,0.667410909090909
2055,0.674290909090909
2085,0.6864763636363637
2115,0.6973490909090909
2145,0.6848927272727273
2175,0.6777963636363638
2205,0.6777981818181819
2235,0.6777981818181819
2265,0.6777727272727273
2295,0.676629090909091
2325,0.6760018181818181
2355,0.6754545454545454
2385,0.6754545454545454
2415,0.67676
2445,0.6887581818181817
2475,0.6994800000000001
2505,0.6867581818181817
2535,0.6825018181818181
2565,0.6825018181818181
2595,0.6825018181818181
2625,0.6825018181818181
2655,0.6825018181818181
2685,0.6825018181818181
2715,0.6825018181818181
2745,0.6825018181818181
2775,0.6836090909090909
2805,0.6940436363636363
2835,0.7041963636363636
2865,0.6907490909090909
2895,0.687810909090909
2925,0.687810909090909
2955,0.687810909090909
2985,0.687810909090909
3015,0.687810909090909
3045,0.687810909090909
3075,0.687810909090909
3105,0.68782
3135,0.6930054545454546
3165,0.7117563636363636
3195,0.7198563636363636
3225,0.702970909090909
3255,0.6960618181818182
3285,0.6960618181818182
3315,0.6960618181818182
3345,0.6960618181818182
3375,0.6948254545454546
3405,0.693710909090909
3435,0.693710909090909
3465,0.693710909090909
3495,0.6937818181818182
3525,0.6999272727272726
3555,0.7092236363636364
3585,0.6939854545454546
3615,0.6817072727272727
3645,0.6748727272727272
3675,0.6748581818181818
3705,0.6748581818181818
3735,0.6748581818181818
3765,0.6748581818181818
3795,0.6748581818181818
3825,0.6748581818181818
3855,0.6776800000000001
3885,0.6920654545454545
3915,0.7039727272727273
3945,0.6887709090909092
3975,0.6825018181818181
4005,0.6825018181818181
4035,0.6825018181818181
4065,0.6825018181818181
4095,0.6825018181818181
4125,0.6825018181818181
4155,0.6825018181818181
4185,0.6825018181818181
4215,0.6831181818181818
4245,0.692109090909091
4275,0.7017872727272726
4305,0.6906727272727272
4335,0.6883981818181818
4365,0.6883981818181818
4395,0.6883981818181818
4425,0.6883981818181818
4455,0.6883981818181818
4485,0.6883981818181818
4515,0.6883981818181818
4545,0.6883981818181818
4575,0.6890345454545455
4605,0.6960527272727273
4635,0.7016309090909091
4665,0.6940618181818182
4695,0.693710909090909
4725,0.693710909090909
4755,0.693710909090909
4785,0.693710909090909
4815,0.693710909090909
4845,0.693710909090909
4875,0.693710909090909
4905,0.693710909090909
4935,0.693710909090909
4965,0.6960654545454545
4995,0.7053690909090908
5025,0.6970181818181818
5055,0.6952090909090909
5085,0.6951963636363636
5115,0.6951963636363636
5145,0.6951963636363636
5175,0.6951963636363636
5205,0.6946218181818182
5235,0.6919418181818181
5265,0.6919418181818181
5295,0.6919418181818181
5325,0.6933963636363637
5355,0.6997127272727273
5385,0.6963163636363635
5415,0.6951963636363636
5445,0.6951963636363636
5475,0.6951963636363636
5505,0.6951963636363636
5535,0.6951963636363636
5565,0.6944727272727272
5595,0.6919418181818181
5625,0.6919418181818181
5655,0.6919436363636363
5685,0.6942272727272728
5715,0.7007890909090909
5745,0.6936727272727273
5775,0.68864
5805,0.6883981818181818
5835,0.6883981818181818
