Time,Simulated GDGT Data
15,0.6208746355685131
45,0.6208892128279883
75,0.6209384110787172
105,0.6206450437317784
135,0.6168440233236152
165,0.6147394314868804
195,0.6083309037900874
225,0.6088575072886296
255,0.6193786443148688
285,0.6338556851311953
315,0.6478571428571428
345,0.6364340379008746
375,0.6237627551020408
405,0.6225601311953353
435,0.6225601311953353
465,0.6225601311953353
495,0.6225601311953353
525,0.6216089650145773
555,0.6142146501457726
585,0.6137609329446063
615,0.6205047376093294
645,0.6394661078717201
675,0.6482871720116619
705,0.6354464285714285
735,0.6236643586005831
765,0.6225601311953353
795,0.6225619533527698
825,0.6225619533527698
855,0.6225473760932944
885,0.6179555393586006
915,0.6100892857142857
945,0.6101475947521866
975,0.6203680758017492
1005,0.6359347667638484
1035,0.6505047376093294
1065,0.6383801020408163
1095,0.6248833819241982
1125,0.6235513848396501
1155,0.6235932944606414
1185,0.623560495626822
1215,0.6235240524781341
1245,0.6234529883381924
1275,0.6220207725947521
1305,0.6219825072886297
1335,0.6259056122448979
1365,0.6393586005830904
1395,0.6488064868804664
1425,0.6361953352769679
1455,0.6296428571428572
1485,0.6296629008746356
1515,0.6306432215743439
1545,0.630634110787172
1575,0.6305393586005831
1605,0.6305320699708454
1635,0.6305320699708454
1665,0.6307397959183674
1695,0.6356158892128279
1725,0.6418057580174926
1755,0.6528370991253644
1785,0.6420481049562682
1815,0.6280029154518949
1845,0.6266909620991253
1875,0.6266927842565597
1905,0.6266909620991253
1935,0.6262572886297376
1965,0.6181687317784257
1995,0.6125619533527696
2025,0.6127478134110788
2055,0.6196428571428572
2085,0.6318549562682215
2115,0.6427514577259476
2145,0.6302678571428572
2175,0.6231559766763848
2205,0.6231577988338193
2235,0.6231577988338193
2265,0.6231322886297376
2295,0.6219861516034985
2325,0.6213575072886297
2355,0.6208090379008746
2385,0.6208090379008746
2415,0.6221173469387755
2445,0.6341417638483964
2475,0.644887026239067
2505,0.6321373906705539
2535,0.6278717201166181
2565,0.6278717201166181
2595,0.6278717201166181
2625,0.6278717201166181
2655,0.6278717201166181
2685,0.6278717201166181
2715,0.6278717201166181
2745,0.6278717201166181
2775,0.6289814139941691
2805,0.639438775510204
2835,0.6496137026239066
2865,0.6361370262390671
2895,0.6331924198250729
2925,0.6331924198250729
2955,0.6331924198250729
2985,0.6331924198250729
3015,0.6331924198250729
3045,0.6331924198250729
3075,0.6331924198250729
3105,0.6332015306122449
3135,0.6383983236151604
3165,0.6571902332361516
3195,0.6653079446064138
3225,0.6483855685131195
3255,0.6414613702623907
3285,0.6414613702623907
3315,0.6414613702623907
3345,0.6414613702623907
3375,0.640222303206997
3405,0.6391053206997085
3435,0.6391053206997085
3465,0.6391053206997085
3495,0.6391763848396502
3525,0.6453352769679299
3555,0.6546519679300292
3585,0.6393804664723032
3615,0.6270754373177841
3645,0.6202259475218658
