Time,Simulated GDGT Data
3675,0.6202113702623906
3705,0.6202113702623906
3735,0.6202113702623906
3765,0.6202113702623906
3795,0.6202113702623906
3825,0.6202113702623906
3855,0.623039358600583
3885,0.6374562682215744
3915,0.6493895772594752
3945,0.6341545189504373
3975,0.6278717201166181
4005,0.6278717201166181
4035,0.6278717201166181
4065,0.6278717201166181
4095,0.6278717201166181
4125,0.6278717201166181
4155,0.6278717201166181
4185,0.6278717201166181
4215,0.6284894314868805
4245,0.6375
4275,0.6471993440233236
4305,0.6360604956268221
4335,0.6337809766763848
4365,0.6337809766763848
4395,0.6337809766763848
4425,0.6337809766763848
4455,0.6337809766763848
4485,0.6337809766763848
4515,0.6337809766763848
4545,0.6337809766763848
4575,0.6344187317784256
4605,0.6414522594752187
4635,0.647042638483965
4665,0.6394569970845482
4695,0.6391053206997085
4725,0.6391053206997085
4755,0.6391053206997085
4785,0.6391053206997085
4815,0.6391053206997085
4845,0.6391053206997085
4875,0.6391053206997085
4905,0.6391053206997085
4935,0.6391053206997085
4965,0.6414650145772595
4995,0.6507889941690962
5025,0.6424198250728863
5055,0.6406067784256559
5085,0.6405940233236151
5115,0.6405940233236151
5145,0.6405940233236151
5175,0.6405940233236151
5205,0.6400182215743441
5235,0.6373323615160349
5265,0.6373323615160349
5295,0.6373323615160349
5325,0.6387900874635569
5355,0.6451202623906706
5385,0.6417164723032069
5415,0.6405940233236151
5445,0.6405940233236151
5475,0.6405940233236151
5505,0.6405940233236151
5535,0.6405940233236151
5565,0.639868804664723
5595,0.6373323615160349
5625,0.6373323615160349
5655,0.6373341836734694
5685,0.6396228134110786
5715,0.6461989795918367
5745,0.639067055393586
5775,0.6340233236151603
5805,0.6337809766763848
5835,0.6337809766763848
5865,0.6337809766763848
5895,0.6337809766763848
5925,0.6337809766763848
5955,0.6337809766763848
5985,0.6337809766763848
6015,0.6339486151603498
6045,0.6414723032069971
6075,0.6542328717201166
6105,0.6431778425655977
6135,0.6390998542274052
6165,0.6391053206997085
6195,0.6391053206997085
6225,0.639067055393586
6255,0.6385094752186589
6285,0.6382817055393586
6315,0.6338921282798833
6345,0.6337973760932945
6375,0.6348633381924197
6405,0.6455284256559767
6435,0.6545553935860058
6465,0.6429391399416909
6495,0.6391053206997085
6525,0.6391053206997085
6555,0.6391053206997085
6585,0.6391053206997085
6615,0.6391053206997085
6645,0.6391053206997085
6675,0.6391053206997085
6705,0.6391053206997085
6735,0.6391891399416909
6765,0.644180029154519
6795,0.6506577988338192
6825,0.6428790087463556
6855,0.6408801020408164
6885,0.6408801020408164
6915,0.6408801020408164
6945,0.6408801020408164
6975,0.6408801020408164
7005,0.6405994897959184
7035,0.6385094752186589
7065,0.6385094752186589
7095,0.6386352040816325
7125,0.6451111516034985
7155,0.653591472303207
7185,0.644438775510204
7215,0.6420645043731779
7245,0.6420645043731779
7275,0.6420645043731779
7305,0.6419551749271136
7335,0.6391235422740524
7365,0.6358819241982506
7395,0.6275218658892128
7425,0.6272922740524781
7455,0.6285787172011662
7485,0.6379883381924197
7515,0.6468185131195335
7545,0.6356450437317784
7575,0.6331924198250729
7605,0.6331924198250729
7635,0.6331924198250729
7665,0.6331924198250729
7695,0.6327970116618076
7725,0.6302842565597668
7755,0.6272922740524781
7785,0.6272922740524781
7815,0.6274781341107871
7845,0.635484693877551
7875,0.6471173469387755
7905,0.6361661807580175
7935,0.6322685860058309
7965,0.6308236151603498
7995,0.6308236151603498
8025,0.6308236151603498
8055,0.6308236151603498
8085,0.6308236151603498
8115,0.6308236151603498
8145,0.6308236151603498
8175,0.6330047376093294
8205,0.6455448250728864
8235,0.6539923469387755
8265,0.6420918367346938
8295,0.6373323615160349
8325,0.6373323615160349
8355,0.6373323615160349
8385,0.6373323615160349
8415,0.6373323615160349
8445,0.6371701895043731
8475,0.6338155976676384
8505,0.6337973760932945
8535,0.633872084548105
8565,0.6406997084548105
8595,0.6508436588921283
8625,0.6401822157434403
8655,0.6385094752186589
8685,0.6385094752186589
8715,0.6385094752186589
8745,0.6385094752186589
8775,0.6385094752186589
8805,0.6385094752186589
8835,0.6385094752186589
8865,0.6385094752186589
8895,0.6386297376093294
8925,0.6448560495626822
8955,0.653722667638484
8985,0.6447448979591837
9015,0.6420645043731779
9045,0.6420645043731779
9075,0.6420645043731779
9105,0.6420645043731779
9135,0.6420645043731779
9165,0.638247084548105
9195,0.6285696064139941
9225,0.6284748542274051
9255,0.6323196064139942
9285,0.6460368075801749
9315,0.6540834548104956
9345,0.6401129737609329
9375,0.6355539358600583
9405,0.6355539358600583
9435,0.6355539358600583
9465,0.6355539358600583
9495,0.6355539358600583
9525,0.6355539358600583
9555,0.6355539358600583
9585,0.6355557580174926
9615,0.6389686588921283
9645,0.6496027696793002
9675,0.6582161078717201
9705,0.6461461370262391
9735,0.642060860058309
9765,0.642060860058309
9795,0.642060860058309
9825,0.6419387755102041
9855,0.6414668367346938
9885,0.6412244897959183
9915,0.6385805393586005
9945,0.6385131195335277
9975,0.6392802478134111
10005,0.6463429300291544
10035,0.6526913265306121
10065,0.6414868804664723
10095,0.6385094752186589
10125,0.6385094752186589
10155,0.6385094752186589
10185,0.6385094752186589
10215,0.6385094752186589
10245,0.6385094752186589
10275,0.6385094752186589
10305,0.6385094752186589
10335,0.6396410349854227
10365,0.6492492711370262
10395,0.6553589650145771
10425,0.6439996355685131
10455,0.6420626822157435
10485,0.6420626822157435
10515,0.6420626822157435
10545,0.642060860058309
10575,0.6414704810495626
10605,0.6403334548104956
10635,0.6385094752186589
10665,0.6385094752186589
10695,0.6398906705539358
10725,0.6501184402332361
10755,0.6581505102040817
10785,0.6452514577259475
10815,0.6420645043731779
10845,0.6420645043731779
10875,0.6420645043731779
10905,0.6420645043731779
10935,0.6420645043731779
10965,0.6420645043731779
10995,0.6420645043731779
11025,0.6420645043731779
11055,0.6437080903790088
11085,0.6547157434402332
11115,0.6613975947521865
11145,0.6490706997084548
11175,0.6460568513119532
11205,0.645905612244898
11235,0.645905612244898
11265,0.645905612244898
11295,0.645905612244898
11325,0.6458035714285714
11355,0.6456195335276969
11385,0.6456195335276969
11415,0.6456304664723032
11445,0.6503808309037901
11475,0.659262026239067
11505,0.6505065597667639
11535,0.6491727405247814
11565,0.6491727405247814
11595,0.6491727405247814
11625,0.6491727405247814
11655,0.6491727405247814
11685,0.6491727405247814
11715,0.6491727405247814
11745,0.6491727405247814
11775,0.649384110787172
11805,0.6559056122448979
11835,0.6621665451895044
11865,0.653872084548105
11895,0.650466472303207
11925,0.6503498542274052
11955,0.6503498542274052
11985,0.6503498542274052
12015,0.6503498542274052
12045,0.6500218658892128
12075,0.6497558309037901
12105,0.6497558309037901
12135,0.6505557580174927
12165,0.6596209912536444
12195,0.6668804664723031
12225,0.6549890670553935
12255,0.6527150145772594
12285,0.6527150145772594
12315,0.6527150145772594
12345,0.6527150145772594
12375,0.6527150145772594
12405,0.6513155976676385
12435,0.6393913994169095
12465,0.6385094752186589
12495,0.6411516034985423
12525,0.6554828717201167
12555,0.6611643586005831
12585,0.6484967201166181
12615,0.6444187317784256
12645,0.6444187317784256
12675,0.6444187317784256
12705,0.6444187317784256
12735,0.6444187317784256
12765,0.6444187317784256
12795,0.6444187317784256
12825,0.6444551749271137
12855,0.6482361516034986
12885,0.655204081632653
12915,0.6620171282798833
12945,0.6520080174927114
12975,0.65004555393586
13005,0.6485714285714286
13035,0.6485714285714286
13065,0.6485714285714286
13095,0.6485714285714286
13125,0.6485714285714286
13155,0.6485714285714286
13185,0.6485714285714286
13215,0.6488939504373178
13245,0.6567747813411078
13275,0.6653862973760932
13305,0.654887026239067
