28.00	9915.00	290.91	67.12	 2.58	195.33	338.42	90984.51
28.00	9945.00	292.86	55.92	 2.52	242.92	338.52	90759.70
28.00	9975.00	294.37	50.45	 3.02	272.72	345.33	90753.23
28.00	10005.00	297.35	44.00	 3.36	297.37	360.87	90545.03
28.00	10035.00	296.85	65.67	 2.40	249.59	382.22	90359.88
28.00	10065.00	294.68	89.82	 0.58	188.27	393.86	90363.90
29.00	10095.00	294.83	90.75	 0.31	186.18	395.32	90384.54
29.00	10125.00	295.05	87.94	 0.89	208.55	388.74	90239.77
29.00	10155.00	294.66	87.26	 1.19	208.83	384.42	90416.32
29.00	10185.00	294.22	84.32	 1.92	195.19	378.92	90534.39
29.00	10215.00	292.96	77.31	 2.24	197.03	359.72	90729.39
29.00	10245.00	291.42	67.04	 2.33	205.86	335.71	90811.80
29.00	10275.00	290.75	65.60	 2.54	194.75	336.73	90876.71
29.00	10305.00	292.54	55.23	 2.64	235.52	337.30	90763.41
29.00	10335.00	295.49	42.55	 3.03	282.32	344.66	90630.13
29.00	10365.00	296.10	53.40	 3.09	269.83	362.74	90528.80
29.00	10395.00	297.63	54.87	 2.89	281.84	377.11	90305.12
29.00	10425.00	294.86	84.48	 0.94	201.39	388.52	90267.80
30.00	10455.00	294.31	90.66	 0.43	181.75	395.01	90287.35
30.00	10485.00	294.01	88.28	 0.79	198.80	384.56	90388.78
30.00	10515.00	293.91	84.77	 1.78	214.33	378.46	90383.69
30.00	10545.00	293.68	79.11	 2.32	203.29	371.93	90514.08
30.00	10575.00	292.89	70.30	 2.17	213.44	351.90	90663.29
30.00	10605.00	290.56	64.36	 2.48	210.50	326.77	90894.05
30.00	10635.00	290.50	61.94	 2.36	210.34	325.10	90892.92
30.00	10665.00	292.52	53.24	 2.39	243.66	335.64	90695.03
30.00	10695.00	295.52	37.47	 2.62	299.98	335.69	90582.93
30.00	10725.00	297.87	36.97	 3.08	292.55	363.52	90452.22
30.00	10755.00	297.85	56.38	 2.57	263.27	382.15	90317.71
30.00	10785.00	294.49	89.14	 1.11	186.18	393.44	90333.65
31.00	10815.00	294.96	87.08	 0.82	208.16	388.35	90335.26
31.00	10845.00	294.02	89.75	 1.09	192.86	388.53	90365.56
31.00	10875.00	294.23	89.54	 1.09	187.07	390.64	90366.31
31.00	10905.00	293.41	80.02	 2.42	214.06	368.21	90611.55
31.00	10935.00	292.73	73.76	 2.00	219.70	348.99	90652.40
31.00	10965.00	292.01	65.67	 2.23	216.38	335.14	90830.66
31.00	10995.00	290.39	64.08	 2.81	215.14	328.88	91027.27
31.00	11025.00	292.30	54.03	 2.61	238.39	335.61	90843.92
31.00	11055.00	295.60	42.38	 2.88	284.74	344.26	90689.90
31.00	11085.00	297.40	45.55	 3.24	282.70	366.54	90490.68
31.00	11115.00	296.79	67.01	 2.15	247.48	382.48	90361.23
31.00	11145.00	296.11	77.94	 1.41	233.32	386.37	90382.82
32.00	11175.00	295.20	86.99	 0.38	218.73	386.21	90360.78
32.00	11205.00	295.19	88.94	 0.94	190.36	394.88	90378.70
32.00	11235.00	294.78	89.66	 1.10	192.25	391.10	90495.35
32.00	11265.00	294.80	83.37	 2.18	201.81	380.28	90601.12
32.00	11295.00	293.53	76.00	 2.01	205.01	361.10	90680.21
32.00	11325.00	291.30	70.44	 2.36	194.97	341.37	90956.71
32.00	11355.00	290.94	63.35	 2.67	193.75	336.87	90951.27
32.00	11385.00	291.85	54.69	 2.74	233.92	332.57	90896.72
32.00	11415.00	294.99	41.25	 2.99	293.35	336.04	90663.27
32.00	11445.00	298.04	31.76	 3.02	320.64	351.94	90415.03
32.00	11475.00	298.47	44.99	 3.16	299.73	372.60	90264.26
32.00	11505.00	295.64	77.30	 1.28	227.47	383.20	90236.96
33.00	11535.00	294.94	85.62	 0.70	215.32	386.23	90191.33
33.00	11565.00	294.06	90.00	 0.89	183.09	390.63	90268.23
33.00	11595.00	294.15	89.54	 0.92	194.77	388.09	90350.63
33.00	11625.00	293.98	85.03	 1.97	186.91	380.86	90499.27
33.00	11655.00	293.12	75.39	 1.87	207.82	357.35	90689.50
33.00	11685.00	291.83	68.21	 1.82	212.39	334.21	90760.46
33.00	11715.00	290.58	61.84	 2.37	215.87	325.40	90826.49
33.00	11745.00	292.25	50.98	 2.45	245.48	331.46	90783.02
33.00	11775.00	295.04	43.30	 2.75	275.86	345.03	90685.85
33.00	11805.00	297.41	40.42	 2.96	294.05	362.93	90358.99
33.00	11835.00	297.16	62.72	 1.99	263.12	379.22	90324.81
33.00	11865.00	295.38	83.51	 0.78	224.24	385.50	90320.06
34.00	11895.00	294.75	88.11	 1.08	192.12	390.61	90231.56
