Time,Pseudoproxy
15.0,0.6856202088799711
45.0,0.6856407881874774
75.0,0.6857102433503113
105.0,0.6852960847867469
135.0,0.6799300303544786
165.0,0.676958892833256
195.0,0.6679117147707979
225.0,0.6686551422544631
255.0,0.683508257447137
285.0,0.7039460822143335
315.0,0.7237125070741369
345.0,0.7075860472295108
375.0,0.6896974841796574
405.0,0.6879996913103874
435.0,0.6879996913103874
465.0,0.6879996913103874
495.0,0.6879996913103874
525.0,0.6866568914956012
555.0,0.6762180377630292
585.0,0.6755775068168955
615.0,0.6850980089519987
645.0,0.7118665431908215
675.0,0.7243195966455729
705.0,0.7061917991459588
735.0,0.6895585738539898
765.0,0.6879996913103874
795.0,0.6880022637238258
825.0,0.6880022637238258
855.0,0.6879816844163194
885.0,0.6814992025518342
915.0,0.6703940937387456
945.0,0.670476410968771
975.0,0.6849050779441271
1005.0,0.7068812059474199
1035.0,0.727450223799969
1065.0,0.7103333847816021
1095.0,0.6912795184442042
1125.0,0.689399084220816
1155.0,0.6894582497298966
1185.0,0.6894119462880073
1215.0,0.6893604980192416
1245.0,0.6892601738951484
1275.0,0.6872382569326542
1305.0,0.6871842362504501
1335.0,0.6927226423830838
1365.0,0.7117147707979626
1395.0,0.7250527344754848
1425.0,0.707249061069095
1455.0,0.6979986623450121
1485.0,0.6980269588928333
1515.0,0.6994109173226319
1545.0,0.6993980552554406
1575.0,0.6992642897566497
1605.0,0.6992540001028965
1635.0,0.6992540001028965
1665.0,0.6995472552348614
1695.0,0.7064310335957193
1725.0,0.715169522045583
1755.0,0.7307429130009775
1785.0,0.7155116530328753
1815.0,0.695683490250553
1845.0,0.6938313525749858
1875.0,0.693833924988424
1905.0,0.6938313525749858
1935.0,0.6932191181766734
1965.0,0.6818001749241138
1995.0,0.6738848587745021
2025.0,0.6741472449452076
2055.0,0.6838812573956886
2085.0,0.7011215722590934
2115.0,0.7165046046200545
2145.0,0.6988810001543448
2175.0,0.6888408705047074
2205.0,0.6888434429181458
2235.0,0.6888434429181458
2265.0,0.6888074291300097
2295.0,0.6871893810773266
2325.0,0.6863018984411173
2355.0,0.6855276019961928
2385.0,0.6855276019961928
2415.0,0.6873745948448835
2445.0,0.7043499511241446
2475.0,0.7195194731697278
2505.0,0.701520296342028
2535.0,0.6954982764829963
2565.0,0.6954982764829963
2595.0,0.6954982764829963
2625.0,0.6954982764829963
2655.0,0.6954982764829963
2685.0,0.6954982764829963
2715.0,0.6954982764829963
2745.0,0.6954982764829963
2775.0,0.6970648762669137
2805.0,0.7118279569892472
2835.0,0.7261923136286462
2865.0,0.7071667438390697
2895.0,0.7030097237227967
2925.0,0.7030097237227967
2955.0,0.7030097237227967
2985.0,0.7030097237227967
3015.0,0.7030097237227967
3045.0,0.7030097237227967
3075.0,0.7030097237227967
3105.0,0.7030225857899882
3135.0,0.710359108915985
3165.0,0.736888408705047
3195.0,0.7483485105726191
3225.0,0.7244585069712404
3255.0,0.7146833359057467
3285.0,0.7146833359057467
3315.0,0.7146833359057467
3345.0,0.7146833359057467
3375.0,0.712934094767711
3405.0,0.7113572053300407
3435.0,0.7113572053300407
3465.0,0.7113572053300407
3495.0,0.7114575294541339
3525.0,0.7201522868755466
3555.0,0.7333050367855122
3585.0,0.711745639759222
3615.0,0.6943741318104645
3645.0,0.6847044296959406
3675.0,0.6846838503884344
3705.0,0.6846838503884344
3735.0,0.6846838503884344
3765.0,0.6846838503884344
3795.0,0.6846838503884344
3825.0,0.6846838503884344
3855.0,0.688676236044657
3885.0,0.7090291711683903
3915.0,0.725875906775737
3945.0,0.7043679580182126
3975.0,0.6954982764829963
4005.0,0.6954982764829963
4035.0,0.6954982764829963
4065.0,0.6954982764829963
4095.0,0.6954982764829963
4125.0,0.6954982764829963
4155.0,0.6954982764829963
4185.0,0.6954982764829963
4215.0,0.696370324638576
4245.0,0.709090909090909
4275.0,0.7227838658229149
4305.0,0.7070587024746616
4335.0,0.7038406132633637
4365.0,0.7038406132633637
4395.0,0.7038406132633637
4425.0,0.7038406132633637
4455.0,0.7038406132633637
4485.0,0.7038406132633637
4515.0,0.7038406132633637
4545.0,0.7038406132633637
4575.0,0.7047409579667643
4605.0,0.7146704738385553
4635.0,0.7225626382672223
4665.0,0.7118536811236302
4695.0,0.7113572053300407
4725.0,0.7113572053300407
4755.0,0.7113572053300407
4785.0,0.7113572053300407
4815.0,0.7113572053300407
4845.0,0.7113572053300407
4875.0,0.7113572053300407
4905.0,0.7113572053300407
4935.0,0.7113572053300407
4965.0,0.7146884807326234
4995.0,0.7278515202963419
5025.0,0.7160364253742861
5055.0,0.7134768740031898
5085.0,0.7134588671091218
5115.0,0.7134588671091218
5145.0,0.7134588671091218
5175.0,0.7134588671091218
5205.0,0.7126459844626228
5235.0,0.7088542470545866
5265.0,0.7088542470545866
5295.0,0.7088542470545866
5325.0,0.7109121778052169
5355.0,0.7198487420898287
5385.0,0.715043473787107
5415.0,0.7134588671091218
5445.0,0.7134588671091218
5475.0,0.7134588671091218
5505.0,0.7134588671091218
5535.0,0.7134588671091218
5565.0,0.7124350465606832
5595.0,0.7088542470545866
5625.0,0.7088542470545866
5655.0,0.7088568194680249
5685.0,0.7120877707465143
5715.0,0.721371610845295
5745.0,0.7113031846478366
5775.0,0.704182744250656
5805.0,0.7038406132633637
5835.0,0.7038406132633637
5865.0,0.7038406132633637
5895.0,0.7038406132633637
5925.0,0.7038406132633637
5955.0,0.7038406132633637
5985.0,0.7038406132633637
6015.0,0.7040772752996861
6045.0,0.7146987703863765
6075.0,0.7327133816947059
6105.0,0.7171065493646139
6135.0,0.7113494880897258
6165.0,0.7113572053300407
