Time,Pseudoproxy,95% CI Lower Bound,95% CI Upper Bound
13815,-141.16745838881502,-167.0898068900292,-115.3335136523008
13845,-116.31000000000006,-142.98262712712716,-89.72833533533527
13875,-116.31000000000006,-142.98262712712716,-89.72833533533527
13905,-104.0365277777779,-131.0796080594485,-77.08567332610397
13935,-105.26387499999998,-132.2699099662162,-78.34993952702705
13965,-137.22375435043978,-163.26513661611364,-111.27118179389277
13995,-144.25926511627915,-170.08829287380414,-118.5183228689155
14025,-150.25012384386264,-175.89832807615574,-124.68938845382453
14055,-140.65479313725496,-166.59261553666423,-114.80542727364627
14085,-142.68880597014925,-168.5652352725861,-116.90062383278803
14115,-137.3533892466678,-163.39085871119,-111.40471614732904
14145,-142.95146314479325,-168.819964602758,-117.17118181533762
14175,-138.13913101014566,-164.15288424264583,-112.21409326264953
14205,-105.07069952305244,-132.08256515100155,-78.15095327282762
14235,-116.31000000000006,-142.98262712712716,-89.72833533533527
14265,-110.6814012738854,-137.52391774577134,-83.93042664320375
14295,-117.76463374485593,-144.39335531292613,-91.22672490679972
14325,-132.4958700209644,-158.67995515282473,-106.4010812621073
14355,-145.24321472392637,-171.04254369455015,-119.53186998079761
14385,-143.96385587306247,-169.8018000385973,-118.21402762558334
14415,-156.96436967910938,-182.40991621967424,-131.60560085117854
14445,-154.41242307692312,-179.93499563358904,-128.9768909170304
14475,-132.469264969523,-158.6541531280293,-106.37367592260593
14505,-129.08747252747253,-155.3744341380131,-102.89015813268442
14535,-133.54508865248238,-159.69750496684634,-107.4818607100008
14565,-116.31000000000006,-142.98262712712716,-89.72833533533527
14595,-116.31000000000006,-142.98262712712716,-89.72833533533527
14625,-116.31000000000006,-142.98262712712716,-89.72833533533527
14655,-124.72609523809524,-151.14469734496404,-98.39758928452255
14685,-143.25351605578987,-169.11290057832736,-117.48232057000241
14715,-149.09023732426112,-174.77345068944834,-123.49461219402777
14745,-142.5145781864942,-168.39626624789466,-116.7211552242731
14775,-132.84523122159862,-159.01877150058388,-106.76095135418772
14805,-136.29705598813496,-162.36640901264627,-110.31660806227052
14835,-141.465876372509,-167.37921765217828,-115.64090813994133
14865,-141.49831353919228,-167.41067576008302,-115.67432102648948
14895,-116.31000000000006,-142.98262712712716,-89.72833533533527
14925,-105.06303636363634,-132.07513329056326,-78.1430596032396
14955,-83.5807407407408,-111.24124294665047,-56.01456997738483
14985,-122.28087837837836,-148.77328505194393,-95.87881955604249
15015,-130.36306828811973,-156.6115282860036,-104.20412420278083
15045,-153.62110147927717,-179.16755868543754,-128.16176612442865
15075,-153.94293260835047,-179.47967590838567,-128.49327803200077
15105,-160.1291231541643,-185.47914718186885,-134.86555107579522
15135,-151.45288416988421,-177.06478519890558,-125.92832817721197
15165,-121.18867132867138,-147.71404434946547,-94.7537585852323
15195,-140.60174273127768,-166.54116636380883,-114.7507810952803
15225,-122.54781176470601,-149.0321615238769,-96.15378238002714
15255,-124.89592675635276,-151.30940279779034,-98.5725293866362
15285,-120.88081034482752,-147.41547560750408,-94.43663704911802
15315,104.61249999999995,71.27171609109095,137.8395808308309
15345,-120.34511415525128,-146.89594846444632,-93.88482695480884
15375,-122.45255292259094,-148.93977790223093,-96.05565812289393
15405,-144.00337856392866,-169.84012980660984,-118.25473917104253
15435,-128.56542830540036,-154.86814690185136,-102.35241066122471
15465,-129.88309810305782,-156.1460451561061,-103.70971636819445
15495,-140.73774000747107,-166.67305880161084,-114.89086921101149
15525,-132.3158245948522,-158.50534408097315,-106.21562001467609
15555,-138.10443780637252,-164.1192381921596,-112.17835647672787
15585,-133.4597789757413,-159.6147702125307,-107.3939848921698
15615,-138.04008196721315,-164.05682482072245,-112.11206479430253
15645,-105.68446893787575,-132.6778090164313,-78.78318505880631
15675,-116.31000000000006,-142.98262712712716,-89.72833533533527
15705,-116.31000000000006,-142.98262712712716,-89.72833533533527
15735,-116.31000000000006,-142.98262712712716,-89.72833533533527
15765,-136.26849619793438,-162.3387112494403,-110.28718918487206
15795,-133.35552514643496,-159.51366310154825,-107.28659507588762
15825,-128.59191688454678,-154.893835969863,-102.37969602490907
15855,-126.07613305613302,-152.4539866478799,-99.78823665179564
15885,-104.48240917782039,-131.5120313142973,-77.5449669746229
15915,-130.19655714285727,-156.4500429865581,-104.03260435149436
15945,-141.92653783044682,-167.82597485489148,-116.11542643500397
15975,-127.4583179142137,-153.79445268902217,-101.21199805187864
16005,-116.31000000000006,-142.98262712712716,-89.72833533533527
16035,-116.31000000000006,-142.98262712712716,-89.72833533533527
16065,-116.31000000000006,-142.98262712712716,-89.72833533533527
16095,-129.62109019017134,-155.8919454908684,-103.43982717739395
16125,-149.75659637167325,-175.4196968619785,-124.18101552477974
16155,-159.64882480437905,-185.01334579232264,-134.37080520519052
16185,-179.89807149079138,-204.6514046114152,-155.2291554065575
16215,-172.53034606997267,-197.50606101332224,-147.6398065584312
16245,-141.22060288065848,-167.1413473089345,-115.38825674666428
16275,-138.05302542955337,-164.06937760743568,-112.12539759993669
16305,-142.3219003719878,-168.20940407405638,-116.5226816023529
16335,-129.21058394160593,-155.49382965081878,-103.01697277569541
16365,-119.53514598540141,-146.11042775805004,-93.05049469542534
16395,-116.31000000000006,-142.98262712712716,-89.72833533533527
16425,-116.31000000000006,-142.98262712712716,-89.72833533533527
16455,-122.50935586734693,-148.99486635008728,-96.1141697175491
16485,-123.34077263083475,-149.80118826207766,-96.97059575080749
16515,-121.26820383522738,-147.79117630730883,-94.83568345383733
16545,-124.95880364109235,-151.37038185444365,-98.63729762724195
16575,-123.02752185480801,-149.497392409323,-96.64792229591798
16605,-124.99349164755995,-151.40402286449591,-98.67302905952144
16635,-149.66783443708619,-175.33361405014296,-124.08958360413402
16665,-146.7458788598575,-172.49985255861566,-121.07973471214682
16695,-154.73130434782627,-180.24425203464352,-129.30536423379905
16725,-116.31000000000006,-142.98262712712716,-89.72833533533527
16755,-121.35965714285715,-147.8798692578292,-94.92988770484766
16785,-125.08614209320103,-151.493876819524,-98.76846645881952
16815,-130.22736520998876,-156.47992116641333,-104.06433913467956
16845,-140.70474904044886,-166.64106360885552,-114.85688586564127
16875,-151.05898306484926,-176.68277330535832,-125.52257840682485
16905,-140.33226031042125,-166.2798177954673,-114.47319256103103
16935,-140.56171550404554,-166.50234728797238,-114.70954983684746
16965,-119.6300626174077,-146.20247949859697,-93.14826644866531
16995,-143.14347953645301,-169.00618531763388,-117.3689741186103
17025,-140.56815686274513,-166.50859422559824,-114.71618495358103
17055,-116.31000000000006,-142.98262712712716,-89.72833533533527
17085,-116.31000000000006,-142.98262712712716,-89.72833533533527
17115,-116.31000000000006,-142.98262712712716,-89.72833533533527
17145,-116.31000000000006,-142.98262712712716,-89.72833533533527
17175,-106.11917627677099,-133.09939547949932,-79.2309685270113
17205,-130.32093997735,-156.5706715441377,-104.16072865957689
17235,-124.99840722202362,-151.40879007099693,-98.67809249596387
17265,-141.9554823647726,-167.85404574939855,-116.14524162974833
17295,-131.63795625942691,-157.84793600802922,-105.51736119301803
17325,-125.65171173002648,-152.0423757324106,-99.35104860278045
17355,-120.35126524390262,-146.90191389331426,-93.89116307008236
17385,-129.00042155651636,-155.29001064738307,-102.80048864197734
17415,-116.31000000000006,-142.98262712712716,-89.72833533533527
17445,-116.31000000000006,-142.98262712712716,-89.72833533533527
17475,-116.31000000000006,-142.98262712712716,-89.72833533533527
17505,-123.7126387434555,-150.16183025066957,-97.35364770948956
17535,-122.84024791418358,-149.3157710029457,-96.45501509805383
17565,-119.46777075316106,-146.04508612859695,-92.98109279565433
17595,-124.70801731432675,-151.12716507150265,-98.37896757129461
17625,-126.9375277168806,-153.28938162707016,-100.67554232660463
17655,-127.42774895964385,-153.76480640453676,-101.1805095738339
17685,-118.57963740746334,-145.18375952459488,-92.06624412809849
17715,-137.13216923076925,-163.17631583206688,-111.17684176589539
17745,-137.21106634596117,-163.2528315767161,-111.25811213037052
17775,-129.095555181696,-155.38227283154635,-102.8984839156115
17805,-116.31000000000006,-142.98262712712716,-89.72833533533527
17835,-116.31000000000006,-142.98262712712716,-89.72833533533527
17865,-93.41647668393784,-120.78010451384026,-66.1461678569761
17895,-121.20578947368426,-147.7306458134034,-94.77139164926697
17925,-138.35114996144932,-164.3585037751126,-112.43248980865962
17955,-161.45991759276694,-186.76977393288462,-136.23637621691194
17985,-155.0642509695026,-180.56714924861677,-129.6483259913814
18015,-149.44429442186913,-175.1168211967969,-123.85931943709487
18045,-117.74923452768735,-144.37842089402105,-91.21086247648297
18075,-115.2385359199759,-141.94350330430473,-88.62464128906122
18105,-117.43072289156623,-144.06952297097357,-90.8827699132233
18135,-122.18169435215941,-148.6770947209668,-95.77665204407059
18165,-116.31000000000006,-142.98262712712716,-89.72833533533527
18195,-113.20933333333335,-139.97554862581885,-86.53439966984521
18225,-127.24546847377735,-153.5880277342754,-100.99274603536952
18255,-131.47567716589708,-157.69055502328445,-105.35020069487082
18285,-126.099594704134,-152.47674014733457,-99.81240403332268
18315,-133.956573857477,-160.09657021524862,-107.9057235154364
18345,-144.2030083798884,-170.0337341479749,-118.4603739127396
18375,-139.9431013523781,-165.9024049155523,-114.07232758286321
18405,-116.16456056616198,-142.8415775265885,-89.57852103897832
18435,-113.14962310866576,-139.91764064917743,-86.47289334341212
18465,-139.76739338555262,-165.73200038441396,-113.89133426681678
18495,-116.31000000000006,-142.98262712712716,-89.72833533533527
18525,-116.31000000000006,-142.98262712712716,-89.72833533533527
18555,-116.31000000000006,-142.98262712712716,-89.72833533533527
18585,-119.85895582329306,-146.42446396597393,-93.38404483198042
18615,-119.18713023255816,-145.7729162481086,-92.69201052261562
18645,-137.13184243304977,-163.17599889816134,-111.1765051380008
18675,-141.28539909311132,-167.20418776177257,-115.45500204894623
18705,-158.22485880061674,-183.63235969583567,-132.90400586982338
18735,-139.5520781626227,-165.52318407247773,-113.66954229632468
18765,-120.09859592711689,-146.65687095509236,-93.63089338320101
18795,-126.90084770534929,-153.25380873712066,-100.63775896914152
18825,-116.31000000000006,-142.98262712712716,-89.72833533533527
18855,-109.1834677419356,-136.07119670073305,-82.38743481384617
18885,-116.31000000000006,-142.98262712712716,-89.72833533533527
18915,-116.31000000000006,-142.98262712712716,-89.72833533533527
18945,-116.31000000000006,-142.98262712712716,-89.72833533533527
18975,-136.91417098445595,-162.96489747908532,-110.95228606585862
19005,-130.53240299577715,-156.7757519235832,-104.37855255008002
19035,-129.24786168368325,-155.52998222986994,-103.05537184362166
19065,-123.31609639056978,-149.7772568306886,-96.9451772417108
19095,-121.89701020719099,-148.4010032657965,-95.48340451321232
19125,-128.9157671033479,-155.20791133986972,-102.71328775704373
19155,-130.49663386846203,-156.74106242441303,-104.34170747650806
19185,-214.49777777777786,-238.2067796685575,-190.86963140918706
19215,-119.99204166666664,-146.55353284743074,-93.5211339381047
19245,-116.31000000000006,-142.98262712712716,-89.72833533533527
19275,-116.31000000000006,-142.98262712712716,-89.72833533533527
19305,-101.97989189189207,-129.08504810756722,-74.96717320563825
19335,-131.8653143336129,-158.06843167895488,-105.75155826740412
19365,-144.63652813087208,-170.45416886838194,-118.9069340700266
19395,-163.442109522412,-188.69213688830362,-138.27819308423287
19425,-174.10013363797043,-199.02846730681193,-149.25681381515147
19455,-169.03964713009236,-194.12072267640957,-144.04410633001618
19485,-148.3348576288737,-174.04087080050252,-122.7165104470642
19515,-139.66380608429643,-165.6315396835058,-113.78463102795179
19545,-135.96669886565041,-162.04602313838998,-109.97631369680556
19575,-126.83011904761906,-153.18521489942324,-100.56490277181946
19605,-117.90166066282427,-144.52624631457837,-91.36787363624437
19635,-119.34326086956537,-145.92433435666808,-92.85283761679311
19665,-126.8973402555913,-153.25040715355945,-100.6341460142252
19695,-141.73168103777186,-167.6369994715052,-115.91470829058743
19725,-138.25993124380557,-164.27003833389256,-112.33852720417376
19755,-141.34847316780144,-167.26535805654476,-115.51997341103626
19785,-139.00351106639835,-164.991174508433,-113.10447413457081
19815,-137.2634742268042,-163.30365761792729,-111.31209645625
19845,-142.75487156434633,-168.6293067931147,-116.96867670020387
19875,-131.85494945456628,-158.05837964553743,-105.74088160963515
19905,-139.8489123196449,-165.8110588129751,-113.97530531530425
19935,-117.92110300820423,-144.54510182698652,-91.38790081330184
19965,-97.89979166666672,-125.12809852560899,-70.76434232148821
19995,-111.28903409090901,-138.11321023580382,-84.55633724064953
20025,-116.31000000000006,-142.98262712712716,-89.72833533533527
20055,-148.28764787752266,-173.99508599239468,-122.6678806119968
20085,-134.30991612748642,-160.43924747081144,-108.26969442867272
20115,-143.04927769643734,-168.91482679433955,-117.27193865852196
20145,-134.07804412699954,-160.21437411850468,-108.0308476477063
20175,-156.6844830628953,-182.13847748829767,-131.31729516020266
20205,-138.72634168704155,-164.72237099890236,-112.81896741576539
20235,-125.86694370370356,-152.25111130782625,-99.5727548198567
20265,-148.8780826052423,-174.56769948717582,-123.27607579636819
20295,-130.25775648252534,-156.50939513188501,-104.09564458596127
20325,-116.31000000000006,-142.98262712712716,-89.72833533533527
20355,-116.31000000000006,-142.98262712712716,-89.72833533533527
20385,-116.31000000000006,-142.98262712712716,-89.72833533533527
20415,-107.19979381443306,-134.14739647895314,-80.3440913697202
20445,-114.86298837399704,-141.57929099994055,-88.2377971583832
20475,-144.98835663732086,-170.79537805067284,-119.26934568523296
20505,-143.37873232799257,-169.2343374177665,-117.6113033858552
20535,-153.64131015629027,-179.18715739910746,-128.1825826846086
20565,-129.07239493497593,-155.3598116361056,-102.87462700160792
20595,-138.22655316642124,-164.23766771501994,-112.30414510404364
20625,-126.83011904761918,-153.18521489942339,-100.56490277181958
20655,-125.15621180189669,-151.5618315974035,-98.8406438857192
20685,-116.31000000000006,-142.98262712712716,-89.72833533533527
20715,-116.31000000000006,-142.98262712712716,-89.72833533533527
20745,-116.31000000000006,-142.98262712712716,-89.72833533533527
20775,-130.29552447552464,-156.54602316449697,-104.13454865170665
20805,-134.8737019780939,-160.9860164379272,-108.85043912958241
20835,-132.2448473234482,-158.4365091335681,-106.1425077253051
20865,-125.64026281807833,-152.03127238571665,-99.33925530406972
20895,-126.93003876720297,-153.28211871815603,-100.66782810703695
20925,-132.04932691312,-158.24689016265938,-105.94110600141408
20955,-130.884997562561,-157.1177040440263,-104.74175326894984
20985,-132.61800461361008,-158.7984033277799,-106.52688970054245
21015,-116.31000000000006,-142.98262712712716,-89.72833533533527
21045,-116.31000000000006,-142.98262712712716,-89.72833533533527
21075,-116.31000000000006,-142.98262712712716,-89.72833533533527
21105,-116.31000000000006,-142.98262712712716,-89.72833533533527
21135,-146.99368055555567,-172.74017479632414,-121.33499035841399
21165,-149.77371669004208,-175.43630043367352,-124.19865082754562
21195,-159.00033816425116,-184.38443257992284,-133.7028118891838
21225,-150.77036992989485,-176.40287144984865,-125.22528370076384
